news_title,publish_date,sentence,risk_label
"'T' EXTENSION ESTIMATE UP 10%, BUT STILL ON TRACK; TUNNEL,",2006-06-28 00:00:00,"But if the Port Authority drops the project, it could be liable for paying back the federal share of money -- at least $30 million so far.",1.0
"'T' EXTENSION ESTIMATE UP 10%, BUT STILL ON TRACK; TUNNEL,",2006-06-28 00:00:00,"Dramatic cost increases in civil construction have been blamed on high energy costs and growing international demand for key ingredients like cement and steel, especially in China.",1.0
"'T' EXTENSION ESTIMATE UP 10%, BUT STILL ON TRACK; TUNNEL,",2006-06-28 00:00:00,"Authority spokesman Bob Grove said high public works construction bids are ""a sign of the times.""",1.0
"'T' EXTENSION ESTIMATE UP 10%, BUT STILL ON TRACK; TUNNEL,",2006-06-28 00:00:00,"The Grant Street Transportation Center, providing a new parking garage and Greyhound Lines bus station is costing $42 million, or $7 million more than estimates.",1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"""it is a concern, but it is not an unexpected concern,"" authority CEO Steve Bland said.",0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,The authority board Friday voted to take $2.75 million from the contingency account and expects to draw down another $1.86 million soon.,0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,The cost increase gives ammunition to local officials and others who have long criticized the project as a colossal waste of taxpayer money.,1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"""I think it is going to go on and on,"" said Downtown resident Tim Jenkins.",0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"""We have not seen the bottom yet.""",0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"Authority officials -- who hope the tunnel under the Allegheny River will help boost North Shore development, increase ridership and allow for future T expansion -- say the price tag is going to fluctuate.",0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"""I think we are kidding ourselves that the number is going to be a stable number,"" said authority board Chairman Jack Brooks.",0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,Some of the cost increases do not appear to be Port Authority's fault.,1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"""The problem we are running up against is receiving bad information,"" said board member Catherine Getchell.",1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,Board members want the agency's lawyers to determine if money can be recouped from the companies that made the mistakes.,0.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"The agency plans to recoup some of the $215,000 it will have to spend for another mistake: Workers relocating water lines ran up against a steel beam connected to a Route 65 ramp on the North Shore because the design firm DMJM Harris failed to identify it on project blueprints, authority officials said.",1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"Thirteen utility lines under Stanwix Street are not where utility maps show them to be, and finding them will add up to $90,000 to the project's cost.",1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,The three increases represent the first serious jumps in the cost of the North Shore Connector since work started in February.,1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"The nine previous price changes resulted in a net credit of $121,000.",1.0
$4.6 million more poured into North Shore Connector,2007-07-21 00:00:00,"The authority estimates it saved up to $1 million on work performed at the 10th Street Bypass, where less work was required than anticipated.",0.0
40-minute trip taking 7-plus years to build,2003-06-21 00:00:00,"The 16 stations, designed by various architects, have cathedral ceilings, granite stairs and tiles in tones from gray to pink.",0.0
40-minute trip taking 7-plus years to build,2003-06-21 00:00:00,"In a decision sure to annoy riders, no station has a bathroom, supposedly considered a security risk.",0.0
40-minute trip taking 7-plus years to build,2003-06-21 00:00:00,"The project was supposed to be finished in 2001, and some attribute the delays to a wasteful bureaucracy, goals that outpaced planning, and the doling out of jobs for political reasons.",1.0
40-minute trip taking 7-plus years to build,2003-06-21 00:00:00,"""At some point the Urban Train became a construction project and not a transportation project,"" said former Transportation Secretary Hermenegildo Ortiz, who oversaw initial planning in 1990.",0.0
40-minute trip taking 7-plus years to build,2003-06-21 00:00:00,"But gubernatorial contender Carlos Pesquera, a former transportation secretary who oversaw the project in the mid- 1990s, defended the costs.",0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"( Honolulu Civil Beat: Delivered by Newstex) Many of the top managers leading the Honolulu Authority for Rapid Transportation[1] remain third-party consultants whom the agency has failed to hold accountable, the latest report from the state auditor finds.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"That report released Tuesday found that HART in 2017 flagged HDR Inc.[2], CH2M Hill[3] and other outside firms working on rail for 'deficiencies' that the agency believes contributed to the project's climbing costs and schedule problems.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"But HART does not conduct or see job evaluations for the consultants responsible for that work, the report says, even though they represent some of the agency's most senior-level staff and blend into its day-to-day operations.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"Ultimately, those workers answer to companies with an 'obvious profit motive' that hired them not the city that is responsible for rail, according to the findings.",0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"Without those details, 'how can the board ensure that the CEO is accountable for the work being completed within a contract's budget?'",0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,'How does the board ensure that the project stays on budget?,0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,How does the board assess the HART's budgeting process?',0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"HART's response notes that a couple of board members do review the agency's contingency budgets for each contract, even though the full board does not see them.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,The latest audit faulted Robbins for not sharing sufficient financial information with the board.,1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"Marcel Honore/Civil BeatThat withholding of financial information was on displayat a HART press conference Monday[5], just hours before the latest audit report was released.",0.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"Robbins touted HART's $160 million settlement[6] with its largest contractor, Ansaldo, to cover more than 2,000 days of delays in building rail's controls and communications systems.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"The amount, he said, was far less than what Ansaldo originally requested and it fell within HART's budget for that claim so taxpayers should be pleased.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,"But Robbins declined to say what that budget amount was, saying it could give other contractors information about how much added cost HART might tolerate and thus help to drive up costs.",1.0
Audit: Heavy Reliance On Consultants Is Causing Problems For Honolulu,2019-01-15 00:00:00,we will send you a confirmation e-mail shortly.,0.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,"By running the trains sooner, we can also use passenger fares to defray some expenses.",0.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,Building a street-level portion would imaginatively and prudently combine the measures requested by the federal government.,0.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,The city has always reserved this as a contingency option should cost overruns doom the original plan for elevated rail.,1.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,"We have now reached that juncture.Tax increases in any form will only subsidize Caldwell's reckless hubris and aggressive incompetence.Saving taxpayer money is not simply a matter of expediency, but of fairness and principle.",1.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,"Extending the general excise surcharge shifts the burden to our poorest residents, who will pay more for groceries and other necessities.",0.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,"Honolulu deserves responsibility, accountability and fairness.",0.0
Bring The Honolulu Rail Project Back To Planet Earth,2017-05-09 00:00:00,et us bring this project back down to Earth.,0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"january 23--OCEANSIDE -- Though the Sprinter's computerized construction schedule currently shows the $440 million project being completed two months behind schedule, those associated with the light rail project remain optimistic that they will be able to finish it on time at the end of this year.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Jim Linthicum, a project manager with the San Diego Association of Governments assigned to keep an eye on Sprinter construction, said Monday that the contractor building the Sprinter line will need to increase its efforts now if the new passenger rail line is to carry its first passengers by the end of December.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""I think the contractor needs to get more aggressive,"" Linthicum said.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"When complete, the 22-mile Sprinter will run from Oceanside to Escondido on a converted freight line that roughly parallels Highway 78.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"With 15 stations, the rail line will also serve Palomar Community College and Cal State San Marcos.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Linthicum, who helped build the San Diego Trolley before being assigned to help manage North County's first light rail project, said that installation of the Sprinter's signal network has been the main reason the project is behind schedule.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,He said contractor West Coast Rail Constructors has lagged in installing track signal equipment along the railway that will be used to tell conductors when to proceed and when to slow the Sprinter's 12 diesel-powered vehicles.,1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Likewise, workers have not yet pulled miles of fiber-optic wiring through underground conduits.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Tom Rademacher, owner of Vista-based FCI Construction, which is majority partner of West Coast Rail, said Monday that he has spoken to the subcontractor who is responsible for installing the Sprinter's signal equipment.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"He said the contractor has hired additional personnel to travel to Richmond, where the rail line's signal network is still being designed and its equipment manufactured.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,Rademacher said he is confident that signaling will not end up delaying the Sprinter's opening day until 2008.,1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""We are still cautiously optimistic that we can finish this in December,"" Rademacher said.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Rademacher added that he believes his company has been as aggressive as possible in building all phases of the Sprinter project, from laying new track to installing signal equipment.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"He noted that much of the Sprinter's original design, as created by the North County Transit District, which owns the rail line, has had to be redone as errors are regularly discovered.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"For example, the transit district was unable to finish designs for a new railroad crossing at Escondido Avenue in Vista, holding up construction in the area while engineers re-do their work.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""There are locations where we have not had, until very recently, the location of where the signals go,"" Rademacher said.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""I would say the main part of the delay is redesign.""",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"Don Bullock, manager of capital projects and construction for the transit district, agreed Monday that the contractor has often been held up by design changes that are out of its control.",1.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""he is absolutely right,"" Bullock said.",0.0
"Builder: Sprinter light rail line will be finished on time, despite predictions",2007-01-23 00:00:00,"""we have had probably more design problems than you would have expected on a project like this.""",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"Currently midway through construction, the LRT line is scheduled for completion by fall 2007.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,The scope of the work on the LRT project includes: construction of the entire rail roadbed;installation of 9.6 miles of dual light rail tracks;construction of four light rail bridges over arterial streets;construction of 15 stations an seven park-and-ride lots.,0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"Infrastructure and road improvements are being coordinated with the city's South Corridor Infrastructure Program (SCIP), which is comprised of the city's engineering, property managment and utilities departments and CDOT.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"SCIP's scope of work includes: improvements to city streets and intersections;additions to the city's water and storm drain systems;construction of 14 miles of side walks, 10 miles of bicycle lanes and 10 miles of multi-use trails.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"""Our goal is to minimize the impact of construction on citizens and businesses in the South Corridor area while building Charlotte's light rail line and making improvements along the South Boulevard major thoroughfare,"" said David Leard, CATS senior project manager.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"For the bulk of the LRT project, Leard explained that CATS decided to bid the entire 10-mile project as one contract in order to facilitate coordination and to attract a large contractor experienced with transportation projects.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,General contractor Archer Western Contractors won the $106.8-million contract to construct the roadbed for the double-track system.,0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"The contract also includes, among other things, utility relocations, six bridges, retaining walls, and roadway the first of five rapid transit services planned along five transportation corrido.... construction and modifications.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,Archer Western also won the $44.1-million contract for construction of the line's 15 stations and park-and-ride lots.,0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"To prepare for track placement, subcontractor Delta Contractors first brings the dirt down to subgrade.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"In order to clear the site and prepare for morning traffic by 6 a.m., Buckner only has time to erect two steel girders a night.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"According to David Leard, the biggest challenge on the project has been keeping it within its $427-million budget.",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"""The South Corridor Light Rail Line is feeling the effects of a national increase in construction costs due to significant increases in concrete, asphalt and steel prices, hurricanes Katrina and Rita, and a shortage of skilled labor.",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"To reduce costs and stay within the budget and schedule established in the Federal Full Funding Agreement, CATS has reduced the scope of the overall project and delayed the opening of the light rail line by four months.""",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"CATS has used engineering, design and aesthetic changes, as well as an innovative land deal with Charlotte- Mecklenburg Schools, to save money on the project.",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"Leard explained that the bridge over Woodlawn was shortened by two spans, or about 200 feet.",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"Other changes in the project's scope have included elimination and reduction of nonessential project elements such as an I-277 pedestrian bridge, the Charlotte Transportation Center Station's signature architecture, as well as walkway pavers, landscaping, signage, and lighting.",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"However, Leard adds, ""The city continues to look for savings and ways to |reincorporate the budget-cutting projects as it plans for the fall 2007 opening of the light rail.""",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"Despite budget challenges, a complex schedule, construction coordination among numerous agencies, and a job site that is 10 miles long, John Culp, general superintendent with Archer Western Contractors, says the job is the first of five rapid transit services planned along five transportation corrido.... ""going great.""",1.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"As of last month, more than half of the road, sidewalk, water main, and other infrastructure projects are complete, and significant progress has been made on the light rail bridges, roadbed and track.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,More than 700 workers working for eight general contractors are currently on the project.,0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"When completed, the LYNX Blue Line - the first light rail project in North Carolina - will operate seven days a week from 5:00 a.m. until 1:00 a.m.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,Trains will arrive at stations every 7.5 minutes during rush hour and every 15 minutes during non-peak hours.,0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,"CATS estimates that the line will have a daily ridership of 9,100 in its opening year, with that number increasing to 18,300 by 2025.",0.0
Charlotte's Light Rail Project; The 10-mile South Corridor Light Rail line is,2006-06-26 00:00:00,Additional light rail contracts Christina Fisher Light Rail Vehicles - Siemens Transportation ($52.5 million) Convention Center Modifications - Edison-Foard ($10.7 million) I-485 Parking Structure - Crowder Construction ($20.3 million) Fare Collection Equipment - ASCOM ($2.1 million) Vehicle Maintenance Facility - Edifice ($27 million) Traction Power - Mass Electric/Aldridge Electric ($16.7 million) Train Control and Communications - Mass Electric/Aldridge Electric ($33.4 million),0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"While rebuilding efforts after last year's hurricanes, especially Katrina, have contributed to the rising costs of labor and materials, the construction industry was already feeling the pinch before the storms hit.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"Economic expansion in China is devouring building materials like concrete, steel, and wood.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"Economists say that other factors leading to the increased costs are the reconstruction efforts in Iraq, as well as the sustained high costs of fuel.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"All of these factors have forced municipalities to compete with one another for materials, workers and equipment.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"While no sector has been left unaffected, transportation is experiencing the worst of the effects.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"""We want to be judicious about using bonds when in a tight situation because we have other projects,"" Lambert said.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,DOTD undersecretary Michael Bridges said it is hoped that by this summer the construction market will stabilize.,0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,The re-bidding and restructuring of the project have caused its completion date to be pushed back to December 2009 from August 2008.,1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,Officials have said that bondholders should take comfort in the fact that the deal was structured so that there is capitalized interest on the bonds through 2009.,0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"However, the delayed opening date affects when tolls could begin being collected to pay debt service.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"In response to the effects of the hurricanes on the authority, Fitch dropped the senior-lien debt in December to BBB-plus from A-minus.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,Moody's Investors Service and Standard & Poor's maintained their respective ratings of A2 and A.,0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"Also in the region, Atlanta officials have had to make changes to the capital improvement plan for the city's water and sewer system because of rising construction costs.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"Rob Hunter, the commissioner of Atlanta's Watershed Management Department, said a review of the program showed that the rising costs coupled with inflation had pushed the cost up from the $3.2 billion that had been estimated.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"""We conduct an annual update of the CIP, and there is a diligent effort to control costs,"" Hunter said.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"By redesigning some of the projects, officials were able to keep costs at about $3.9 billion, an increase of $700 million.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"The project is mostly bond funded, and the debt is backed by water and sewer rates.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"The higher cost could lead to more rate increases, which could lead to a contentious debate considering the past political squabbling over such increases.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"Nonetheless, the city must move forward with the bulk of the projects, many of which are repairs and upgrades, because they are mandated by federal consent decrees.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"The Atlanta City Council has approved water and sewer rate increases for this year and next that took effect january 1 and on July 1. Because of voter support for a one-cent municipal option sales tax dedicated to the sewer program, the rate increases are lower than those passed in 2004 under a five-year rate plan.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"The system features 15 stations, seven of which are park and ride lots.",0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,It is scheduled to open during the spring of 2007.,0.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,"The total cost was estimated to be about $427 million, but Trommer pointed out that the project's costs have increased by 15%.",1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,Officials are addressing that by adjusting the project's scope and providing additional funding.,1.0
Construction Costs Plague Southeast; Several Projects Run Over Budget,2006-04-13 00:00:00,The South Corridor project is part of a much larger plan that will entail five corridors.,0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"In just over two months, the city plans to begin construction on its new $5.5 billion elevated train system.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"Breaking ground in December will represent the culmination of decades of on-and-off planning for the massive public works project, while providing a major political victory to the train's biggest champion, Honolulu Mayor Mufi Hannemann.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"But to get there the city has to avoid being derailed by a prolonged environmental impact review, legal challenges or financing problems.",1.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"The next few months are key in determining whether the project stays on schedule to launch the first phase of service between West Loch and Waipahu in late 2013, and the full service between East Kapolei and Ala Moana Center in 2018.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,Delays costly The city has said that every month the project is delayed costs taxpayers $10 million in added inflation and interest.,1.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"Not breaking ground in December could also sap momentum from the project and lead to further attempts by state lawmakers to raid transit tax revenues to balance the state's budget, city officials have said.",1.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,The first indictor of whether the city can stick to its schedule is whether the Federal Transit Administration approves the project's environmental impact statement.,1.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"That milestone was expected to be reached in August, then September.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"Now the FTA approval is expected to occur this month, said city transportation Director Wayne Yoshioka.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"The delays should not affect plans to start construction in December, he said.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"""we have always said toward the fall and we thought maybe toward the end of September, but probably now we are looking at mid-October somewhere,"" Yoshioka said.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"""If we get something out by the end of October, I think it allows time for the review period, and if we can get a (record of decision) by the end of November, that still gives us time to break ground"" in December, he said.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"However, several groups ranging from the Environmental Protection Agency, Kamehameha Schools and the American Institute of Architects have expressed concerns that it was inadequate.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"Part of the concern is whether the city adequately explored options such as an at-grade train system, or managed, elevated highway lanes.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"A lawsuit could delay the transit project, Curtis said.",1.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,"""If the city thinks that they are going to break ground in December, that is weird,"" he said.",0.0
"December groundbreaking still in sight for rail project: To avoid delay, city",2009-10-11 00:00:00,funds tempting Another issue is the funding.,0.0
